"","movieTitle","score","regDate","wom"
"6022","찌라시 : 위험한 소문",10,"2014-03-28","10.0평점을 떠나 이런 영화들이 많이 만들어 져야 한다. 고인들이 된 불쌍한 장자연,, 최진실,,등등  그리고 노무현대통령을 떠올리게 한다,, 우리 사회에 조중동만 없어져도 찌라시 90%는 없어질 듯,, 그동안 아무도 모르게 억울하게 죽고 사라져간 사람들이 얼마나 많을까,,                     "
"2874","변호인",10,"2013-12-24","10.0 영화관에 안가는 나. 내가 영화관에 가서 보면 그 영화는 대박이 난다고 우스게소리로 말하는 울딸!  배우들의 연기, 촬영, 구성, 이야기 등등... 끝나고 자리를 바로 못일어났네요 눈물이 나서... 이런 영화를 만들어 주신 모든 관계자분들께 감사드립니다.                     "
"2460","변호인",10,"2014-01-01","10.0정말 가슴찡한 영화였습니다~송강호씨 고마워요~^^                    "
"9958","남자가 사랑할 때",5,"2014-01-28","5.0보면 기분 나빠지는 영화예요                    "
"3470","일대일",10,"2015-02-09","10.0김기덕스러운 영화                     "
"4743","7번방의 선물",1,"2013-05-06","1.0멜로영화는 별로...액션영화가 짱인데...                    "
"1526","10분",10,"2014-05-15","10.020대의 모든걸 보여주는것같다                    "
"9360","라스트 갓파더",5,"2014-07-18","5.0왜 만들었는지 심히 궁금하다.                     "
"1725","레이크 하우스",8,"2014-05-27","8.0할리우드식으로 리메이크된 시월애, 절제와 여백이 사라졌다! - 레이크 하우스(2006)                    "
"587","열번 찍어도 안넘어진 사나이",10,"2014-02-15","10.0이주일 아저씨 연기가 코믹 했던 영화                     "
"1059","파파로티",10,"2013-03-18","10.0보고나오자마자 행복한 사람을 바로 컬러링으로 바꾸어 버렸다...또다시 보러 갈듯....                    "
"9555","더 시그널",10,"2014-07-17","10.0SF는 역시 이래야지!!! 영화 되게 잘 만듬~ 한번 더 보면 더 이해 잘 할 수 있을 것 같아ㅋㅋㅋ                    "
"4591","스타트렉 다크니스",10,"2013-05-31","10.0영상이 대박이네요ㅋㅋ저는 이런 영상은 처음 접해봐서 그런가 신기할정도로 영상미가 대박                    "
"3145","신의 한 수",9,"2014-08-16","9.0재밌음                    "
"2388","쎄시봉",1,"2015-02-07","1.0나도 40대지만 이놈의 감성팔이는 좀 어지간히 하자....                    "
"6816","슬픔보다 더 슬픈 이야기",10,"2014-08-29","10.0감성이 충만 해지네요...!                    "
"3794","변호인",10,"2014-01-01","10.0세번 봤는데 볼 때 마다. 다른 감동                    "
"7260","천안함 프로젝트",10,"2013-09-12","10.0영화관 갈시간 없었는데 잘됐네요                    "
"1435","아이스 솔저스",5,"2014-03-15","5.0개연성 없는 액션, 내용..  보고 후회막급 ..,  혹시나 하고 봤더니만, 역시나 ,,,                    "
"6538","우아한 거짓말",8,"2014-10-17","8.0어머니와 같이 봤는데 생각외로 마음이 아픈 영화인데..                    "
"9713","봄의 눈",10,"2013-10-27","10.0 축음기에선 Mahler의 교향곡이 흐르고.... 섬섬옥수로 써내려간 편지를 제사(祭祀)의 지방(紙榜)마냥 모멸적으로 불사른다 (그녀는 그의 꿈 속에서 이미 죽었으므로). 하지만 침대에 누우면 뜨거운 사랑의 열기로 등줄기에 식은땀이 흘러 내려 마치 ‘다른 사람의 婦人이라도 되라고 강요하듯’ 그녀를 갈망(渴望)한다.                    "
"2352","천안함 프로젝트",9,"2013-12-11","9.0아 사소한 의심도 종북으로 매도되는 현실....                    "
"9025","관상",7,"2013-09-16","7.0음..일단 배우들 연기력은 좋았습니다.ㅋㅋㅋ내용도 초반에는 재미있었지만 후반부는.....그냥 정~~ 볼것 없음 봐도 괜찮은 영화 입니다.재미 있지도 않고, 없지도 않고..추석날 볼 영화 없으면 보세요~                    "
"4941","몬순 웨딩",7,"2014-05-31","7.0춤과 노래가 곁들어진 화려한 인도식 결혼식 장면들... 그리고 가족 이야기                    "
"7772","엘 시크레토 : 비밀의 눈동자",10,"2013-09-30","10.0ebs에서 토욜 새벽 영화를 해주길래 잠이 안와 보게 되었습니다. 첨엔 금방 채널을 돌려야지 하며 본 영환데 어느새 남.여 주인공의 마지막 해후까지 몰입해서 다 봤던 명작중의 명작입니다.강간 살해범에 대한 복수와 그 사건을 담당한 주인공들의 우정과 사랑얘기가 며칠이 지나도 아련한 여운으로 계속 남아 있네요                    "
"9839","겨울왕국",10,"2014-02-25","10.0재미 있는데 뭘.~                    "
"5234","캐치미",4,"2014-01-14","4.0..                    "
"5789","킹스맨: 시크릿 에이전트",6,"2015-03-10","6.0마지막에 엉덩이 나오니까 여자들이 이구동성으로 '어우~'개인적인 평은 잘 만든 B급영화                    "
"275","더 테러 라이브",10,"2014-09-09","10.0긴말 필요없이 최고                    "
"9326","청춘학당: 풍기문란 보쌈 야사",10,"2014-06-06","10.0ㅎㅎ~ 심각한 에로를 코믹으로 ~^^                    "
"8218","인간중독",8,"2014-05-15","8.0제목에선 약간의 거부감이 느껴 졌는데 영화는 정말 좋았어요. 한사람을 사랑하는 마음의 절절함과 애뜻함 뜨거움 아픔....눈물이 났어요. 재밌게 잘 봤습니다.                    "
"415","화이 : 괴물을 삼킨 아이",10,"2013-10-20","10.0극한을 동원하여야 면적과 기울기를 구할 수 있는 미적분학을 싫어하는 단세포들에겐 비추인 영화.                    "
"2016","포화속으로",0,"2014-01-29","0.0이딴건 쓰레기에 버려라                    "
"2171","줄무늬 파자마를 입은 소년",7,"2013-01-17","7.0아이들에게 환경이 얼마나 중요하다는걸 깨닫게 해주는 영화                    "
"5973","시간여행자의 아내",4,"2014-08-07","4.0먼가 2프로 부족한 영화~~ 감동은 있으나..슬프지가 않네                    "
"9790","오즈 그레이트 앤드 파워풀",10,"2013-03-23","10.0정말로 재미있음 중간에 깜짝깜짝 할떄가 있지만 재미있음어른도 지루 하지는 않을듯                    "
"6500","메이즈 러너",9,"2014-10-05","9.0잼나요 민호도......넘 멋져요..                    "
"8434","지구가 멈추는 날",0,"2013-10-04","0.0재미없음                    "
"6911","퍼시픽 림",8,"2013-07-15","8.0스케일면이나 로봇 액션이란 점에서 높은 점수를 주고싶다. 2시간10분이 짧게 느껴질 정도니까. 다만 여자주인공의 존재나 연기력이 전혀 녹아들지 않아 아쉽다. 에반겔리온이나 진격의 거인을 그대로 베낀점 역시 일본의 파워가 엿보이는 장면. 그럼에도 액션 하나만큼은 인정할 수 밖에 없다.                     "
"7531","도둑들",3,"2012-12-28","3.0늙은이 드라마 작가 김수현이 극본 썼냐? 뭐 그리 대사가 난잡하고 어설픈 조크질이냐. 행동, 말 등 다 오버질. 김해숙은 뭐 이리 나대? 배우 전체가 광장된 말과 행동이 보는 내내 불편했다. 함축된 대사가 더 와닿는 법인데 말이다. 이건 뭐;;; 이딴 게 1000만이라고? 200만도 넘친다.                     "
"9545","헝거게임 : 모킹제이",1,"2014-11-21","1.0이건 참 아니다 낚인 기분 차라리 보지 말고 다음 편 기대하고 보는게 나을 듯함  절대 후회함    그냥 내용 듣거나 읽고  파트2  나오면 보삼요                    "
"410","키즈 리턴",0,"2013-05-11","0.0다보고나오는데 기분이나쁜영화ㅡ                     "
"439","47 로닌",7,"2014-03-19","7.0메이킹 영상에서 액션이랑 CG가 정말 멋있어서 꼭 한번 보고 싶어요~                    "
"4917","누구의 딸도 아닌 해원",10,"2013-05-13","10.0홍상수감독 영화는 주인공들 대화와 심리가 너무 적날하게 현실 그대로라 가끔 어떨땐 보는 내가 막 다 민망하다. 이번 영화에선 여주도 찌질. 북촌방향 만큼은 안 잼있었는데 다른나라에서 보단 좋았음.                    "
"2923","설국열차",0,"2013-08-07","0.0몇백억주고 살인에추억보다 못한 그냥 비급영화을 만들다니 질타 당할만 하다 디워처럼 애국심으로 본듯                    [1]                    "
"5675","우리들이 있었다 후편",7,"2015-02-01","7.0전후편 다 재미있는데... 드라마로 하는 게 나을 뻔했지...? 한 4부작 드라마 본 기분.                    "
"6372","좋은 친구들",0,"2013-04-08","0.0이지훈 이새키 군대안가나                    "
"3679","쇼걸",10,"2013-10-14","10.0HD 디지털 리마스터링으로 보니 좋네요 지금 봐도 대단한 영화...강추합니다                    "
"9186","메트로폴리스",10,"2013-05-07","10.0단순히 1927년 당시의 영화적 가치를 놓고만 보자면 10점..내용은 좌파적 가치를 우선시하고 묘사한, 그리고 성서의 내용을 반박하는 반성서적 내용                    "
"9478","숨바꼭질",3,"2013-08-19","3.0 밑도끝도 없고~ 시나리오 너무 허접                    "
"9927","호빗 : 뜻밖의 여정",8,"2012-12-29","8.0판타지세상을 정말 잘 만들어 내었네요... 보는것 만으로도 경이롭다는 생각이 들더군요. 재미있었어요.. 그런데.. 반지의 제왕보다는 좀 별로네요... 스토리상으로도 호빗이 먼저인데 호빗3부작을 먼저 만들고 지금 반지의 제왕이 나왔다면 영화 역사상최고의 흥행을 했을것 같네요.. 1편이라서 보여줄려고 하니 끝..ㅠㅠ                    "
"7620","비포 선셋",10,"2013-04-23","10.0추억은 아름답다.과거를 감당할 수 있으면.....2013년에 속편이 또 나왔으면~                    "
"8997","명량",5,"2015-02-07","5.0영화는 기대에 못 미치는데 왜 대박났을까??ㅎ난 이해가는데~~ㅎ                    "
"7198","살인자",1,"2014-01-31","1.0진짜 배우가 아까운 영화다 장르도 뭔지 모르겠고 뭐하는 거임--                    "
"9765","폼페이: 최후의 날",9,"2014-02-27","9.0이번주도 쭉쭉 폼페이가 흥행할듯 ㅋㅋ 볼만한 영화가없엉 ㅡㅡㅋㅋ                    "
"6448","주피터 어센딩",8,"2015-02-06","8.0생각보다 재밌어서 놀랐어요 ㅋㅋㅋㅋ                    "
"4756","기술자들",0,"2015-01-08","0.0클럽신 촬영중 사고당한 단역배우 개인사비로 병원비 500만원 썼는데 영화사는 30만원만 지급해주고 연락피해.  산재신청도 거부. [인터뷰:영화사 담당 PD, 단역배우 조 씨와 통화 내용] ""죄송합니다. 더이상 할 말이 없네요. 저는 잘 모르겠습니다. 끊을게요  YTN  펌.  영화사 갑의횡포네                     "
"8379","소녀괴담",4,"2014-07-29","4.0이걸...영화라고....;;                    "
"4378","엔더스 게임",8,"2014-01-03","8.0워낙 원작이 대작이다보니다 2시간으로도 부족했지만 볼거리만큼은 풍부했던 영화~                    "
"9182","변호인",10,"2013-12-30","10.0나도 모르게 눈물이 주르륵~~~잘봤습니다 고맙습니다                    "
"2989","벨과 세바스찬",10,"2014-03-25","10.0좋은영화                    "
"8924","정글번치 : 빙산으로의 귀환",10,"2013-10-02","10.0강추~ 진짜 재미있어요 ㅋㅋ 기대안하고 애들이랑 같이 봤는데, 은근 빠져들었다는 ㅎ 애들도 초집중. 재미있게 보네요~ ㅎㅎ                    "
"3319","제4 이노베이터",10,"2015-01-04","10.0감동적인 영화 감사합니다. 기억에 남아요^^                    "
"1968","변호인",10,"2014-01-01","10.0응답했습니다                    "
"4381","하이랜더",10,"2013-09-16","10.0라미레스의 품격, 커간의 잔혹함, 맥클라우드의 눈빛..액션 판타지의 클래식한 원전이랄까?기술이나 테크닉은 현재 영화가 압도하겠지만 배우들의 매력과 저 강렬한 퀸의 음악을 누가 압도할 것인가~                    "
"9256","인터스텔라",1,"2014-11-27","1.0영화보다가 눈물이 났다  웬만해선 안속는데...이번엔 당했다 인셉션 만든 감독 아닌것같다                    "
"6982","롤플레이",9,"2013-02-20","9.0좀 야하지 않음?                    "
"8732","다이빙벨",10,"2015-01-31","10.0진실은 사실대로 알려지고 기록되어져야한다.                    "
"6199","명량",5,"2014-07-31","5.0전쟁씬은  나름 한국영화치곤 봐줄만했는데 저예산영화같은 느낌을 받았다.소용돌이치는 곳으로 이순신의 큰배가 빨려갈때  돛단배같은 작은배 대여섯척으로 줄로묶어 빠져나오는모습도  어이가없을뿐더라 이건 모지 모지?  이런  생각으로 영화를 봤다                    "
