"","movieTitle","score","regDate","wom"
"3083","화이 : 괴물을 삼킨 아이",5,"2013-10-10","5.0모든게 좀 오바.더 좋은 영화가 될 수도 있을것 같은데...아숩다.                    "
"548","명량",10,"2014-08-09","10.0우리에겐 어벤져스가 필요없다..상상 속 영웅이 아닌 역사 속 영웅이 있으니..                    "
"5150","비긴 어게인",6,"2014-08-23","6.0좋군 하고 다른 여운은 없음. 배우도 연기도 음악도 다 좋은데 그냥 그거까지랄까.                      "
"5742","호프 스프링즈",8,"2013-04-11","8.0우리나라에도 이런 부부클리닉이 많았음 좋겠다.. 라는 생각~  부부의 성생활은 숨길것도 어두운것도 아닌듯해요...  저런 용기 내기도 쉽지않을텐데.. 어쩌면 큰 싸움만 날수도 있는..  그래도 이해해주고 따라주는 남편도 참 멋있었다. 여자는 관에 들어갈때까지 여자다...                    "
"707","역린",3,"2014-05-09","3.0하고 싶은 이야기는 많은데 정리가 안 되고 내용 나열집중 전혀 안됨. 돈 아까워 죽는 줄 알았어요.최근 본 영화 중 최악제가 영화를 많이 보지는 않으니까 참고 하세요                    "
"3328","패션왕",1,"2014-12-01","1.0참나  할말이없다  감독은 먼생각으로 이따고로 만들엇는지                    "
"4988","테르마이 로마이",8,"2013-07-29","8.0상상력 만큼은 일본을 이길 나라는 없는듯~ 때론 너무 지나처서 교과서를 환타지로 쓰기는 하지만 아무튼 유퀘하게 볼수있는 영화~ 그래서 추천                     "
"6194","몽타주",6,"2013-06-22","6.0반전이란 히든카드만 잇구 나머지 패는 개패가드러왓군                    "
"3526","브릭 맨션: 통제불능 범죄구역",6,"2014-09-11","6.0시간 죽이기 좋은영화 13구역 봤다면 일부러 볼정도는 아니지면 볼만한 영화 없다면 그냥 봐도 시간이 아깝지는 않은듯....                    "
"6287","플라이트 93",5,"2014-09-11","5.0펜타곤에 뱅기가 쳐박혔는데 항공유 때문에 증발했단다 증발 ㅋㅋ                    "
"6220","국제시장",9,"2015-01-05","9.0잘 보고 왔습니다 ^^                     "
"3712","지.아이.조 2",10,"2013-03-31","10.0확실히 이병헌 연기 진짜 잘한다;;                    [2]                    "
"9217","킬러들",2,"2013-09-05","2.0조여드는 느와르 대신 버려진 운명론으로                    "
"984","미스터 노바디",10,"2014-12-13","10.0인생                    "
"9008","포화속으로",7,"2013-04-25","7.0차승원의 연기가 왠지 북한장교가 아닌 나찌장교를 보는듯해서 조금 아쉬웠던 영화                     "
"6856","제로 다크 서티",10,"2013-03-09","10.0그동안 제가 911에 대해 조금의 관심이 있었다면 이 영화를 통해서 911에 대해 깊숙히 알 수 있는 계기가 된듯:)                    "
"538","콘스탄틴",7,"2013-05-05","7.0이거는 정말 금연홍보 영화닷!                    "
"5643","포비아",9,"2013-02-11","9.0아..병철아빠아저씨누구야뭐야보안요원가가란말이야도둑질이거놔우와괜찮아다쳤어아저씨왜부딪혔어고마워아이고괜찮아미투♥                    "
"8473","노브레싱",10,"2013-10-30","10.0서인국 연기 이렇게 잘했나..                     "
"7541","변호인",10,"2013-12-21","10.0오늘 아침 조조로 보고 왔는데 아직도 먹먹하네요. 눈물이 많이 나더만요. ㅜ.ㅜ 이 시대를 살아가는 우리에게도 결코 낯설지 않은, 지금 주변에서도 일어나고 있는 일들이라 더 가슴 시렸습니다. 변호인, 지금 우리에게 필요한 영화가 아닐 듯 싶어요. 잘 봤습니다.                    "
"2364","소공진무림",10,"2013-07-14","10.0재밌다! 여배우의 성형 해서 세워진 콧등이 눈에 거슬리지만, 한국 영화에서 사용하는 화장실 유머 같은 것을  안 쓰고, 적절한 CG로 웃을 수 있어 좋다. 어울러 무술 한 배우들의 제대로 된 액션도 눈요깃거리.                    "
"2142","인터스텔라",9,"2014-11-08","9.0끝내줌. 중력과 시간의 리얼리티. 리얼한데 환타스틱함.                     "
"5776","인터스텔라",1,"2014-11-10","1.0이런 영화가 왜 인기있는거야? 정말 보는내내 지루하고...끝나고나서도 어안이 벙벙~ 첨부터 기대하고 본것도 아닌데... 너무 앞뒤 안맞는듯~                    "
"1078","해무",2,"2014-08-17","2.0역시나도끼들고 지랄하는잔인함의영화다. . ㅠ                    "
"8212","수상한 그녀",10,"2014-02-08","10.0간만에 웃다가 살짝울다가 넘재밌었어요                    "
"2542","해적 : 바다로 간 산적",6,"2014-08-07","6.0뭐..그럭저럭..10점은 모두 알바나 영화관계자일듯.. 알바가 일반인보고 알바라고하네..우끼네 ㅋㅋ                    "
"1318","덕수리 5형제",8,"2014-12-07","8.0아무생각없이 봤는데 가볍지도 심각하지도 않게 재밌었어요 ㅎㅎㅎ                     "
"602","클로버필드",10,"2013-03-05","10.0평점이 너무 저평가 되어 있음. 8점 정도가 적당할 듯. 그래서 조정점수로 만점!                    "
"750","바캉스",0,"2013-12-13","0.0보지마라절대보지마라                    "
"7064","퓨리",8,"2014-11-24","8.0좋은 영화인듯. 가벼운 맘으로 보기는 힘들다.                    "
"7268","고령화 가족",9,"2013-05-14","9.0연기력들이 돋보임.                     "
"4188","서칭 포 슈가맨",9,"2013-07-11","9.0무지개 꿈을 꾸게 하는 사람 Sugar Man                    "
"6564","끝과 시작",8,"2013-07-11","8.0어려서 본듯한 영화인데.. 보는 내내~ 어디서 봤더라 ...                    [1]                    "
"1705","클래식",9,"2015-02-04","9.0.                    "
"2269","원초적 본능 2",6,"2013-01-25","6.0샤론스톤은 정말 대단하네.                    "
"7696","300 : 제국의 부활",9,"2014-03-07","9.03d로 보고 왔는데 잼있던데....                    "
"501","언브로큰",7,"2015-02-09","7.0전쟁의 참혹함이 적나라하게 드러난 영화~전쟁이 남긴 아픔 속에서 나라에 대한 애국심과 가족에 대한 사랑으로 이겨내는 주인공의 인내가 정말 가슴 아프게 오래도록 기억되는 영화~!                    "
"89","내가 살인범이다",9,"2014-02-10","9.0중간중간 억지장면빼고눈 진심재밋엇네요                    "
"5518","타짜-신의 손",1,"2014-10-02","1.0그냥 영화제작비가 아깝다는 생각.                    "
"6159","변호인",10,"2014-03-03","10.0감동 ..... 역시..... 짱!                    "
"3891","어메이징 스파이더맨 2",9,"2014-04-26","9.0이성적인 영웅이 얼마나 멋진가를 어메이징 스파이더맨을 보고 느꼈다..진짜..멋지더라                    "
"2000","변호인",10,"2013-12-21","10.0지금과 다를 것 없는 지난 시대속에서 결코 좌절만 있었다는 것은 아니라는 걸 알았습니다. 계란으로 바위치기가 아닌 계란으로 바위넘기. 많은 것들을 되돌아보고 깨닫게 해주는 영화입니다. 감사합니다.                     "
"8781","변호인",10,"2013-12-19","10.0오늘 저녁은 일베 후장고기를 맛볼까나..ㅋㅋㅋ 일베 튀겨주는 치킨집을 열면 대박날것 같아..ㅎ                    "
"2892","엽기적인 그녀",10,"2013-02-01","10.0재밌다진짜                    "
"7606","태극권 2014: 어전시위",0,"2015-01-05","0.0감독이 그냥 어느동네 찍어놓고 동네 사람들 섭외해서 대충 찍은듯... 연기의 깊이가 아주 깊고 풍부함..감독이 첫장면 찍고 더 찍기 싫었는지 대충 마무리 한 작품                    "
"3523","우는 남자",5,"2014-06-05","5.0기대가크면 실망도 큰법...ㅡㅠ                    "
"2748","명량",10,"2014-08-02","10.0 오늘 보고 왔다. 영화의 완성도 ..자체를 떠나서 그저 최고라고 말하고 싶다. 이순신 장군님 이시니까... 오늘 보면서 다시 한번 느낀건 ...그분은 정말 고독한 분이었다는거                    "
"2829","노리개",10,"2013-04-29","10.0조중동 언론 쓰레기넘들이 나라을 개판 만드네                    "
"5341","더 이퀄라이저",10,"2015-02-02","10.0사회를 향한 따스한시선 . . 현 시대가 필요로하는 진정한 영웅의 모습이다통렬한 액션은 보너스                     "
"5749","노브레싱",10,"2013-11-05","10.0기분 좋아지는 영화예요. 나이드신분들이 보신다면 우리도 그럴때가 있었지 하는 생각이 드실것 같네요. 엄마랑 데이트하러 한번더 봐야겠어요.                    "
"1661","미드나잇 선",7,"2014-12-25","7.0자기 이마에 십자가 대보는거 .. 배잡았다..ㅋㅋㅋ 모성애 이으키는 뱀파이어                    "
"2137","R.I.P.D.:알.아이.피.디.",8,"2013-08-24","8.0영화 시작부터 끝나는 순간까지 다른 생각은 노노노                     "
"8733","어메이징 스파이더맨 2",10,"2014-04-27","10.0적어도 저번주에 본 영화보다 백배는 재밌더라-                    "
"9910","베를린",6,"2013-02-02","6.0영화본것만 올립니다.액션은 그럭저럭..스토리 많이 부족..배우들은 류슴범빼고 대부분 잘함..기대이하 작품.                    "
"3576","루시",9,"2014-11-04","9.0순전히 개인취향으로 정말 좋아하는 소재라서 높은평점. 소재만으론 만점인데 풀어낸게 영화적으론 사실 높은평점은 줄수없다. 유치하고 단순해서 보기 더 쉬웠던게 더 장점으로 받아들여진 드문 영화. 그러나, 최민식을 이정도로밖에 쓰지못했나...하는 생각은 뤽베송도 우리도 떨치지못할거같다.                    "
"7105","트랜센던스",5,"2014-05-14","5.0보고싶어요!!기대되요!!                    "
"1592","웜 바디스",10,"2013-03-17","10.0유치하지만 재밌다.. R이 로미오인듯? 여자가 줄리.. 창가에서 부르는 장면이 로미오와 줄리엣 떠올리게 하는거보니ㅋㅋ                    "
"6478","루시",5,"2014-09-10","5.0뤽베숑.. 천재감독이 어쩌다가... 재능을 탕진했나... 이해불가.                    "
"5262","아리랑",9,"2013-11-30","9.0상당히 기발하고 신선했음. 대단하군요.                    "
"6585","언디스퓨티드 : 1대 100의 혈투",1,"2013-10-13","1.0어처구니가 없는영화....8점준놈 뇌를 뜯어보구싶다...                    "
"3723","다크 나이트",10,"2014-04-20","10.0조커가 감옥에서 박수칠때 인상적이었다                    "
"9480","루시",8,"2014-09-04","8.0인류의 기원을 생각해볼 수 있었던 좋은 영화                    "
"2136","엣지 오브 투모로우",6,"2014-06-30","6.0원작자가 게임하다가 만들었나봄..죽으면 다시 시작!! 죽으면 또 돈넣코 첨부터 다시 시작!!                    "
"3069","변호인",10,"2013-12-21","10.0그 분 그립습니다.. 세상 할 일 이렇게 많은데 우매한 저희들이 어찌 감당하려고 먼저 가셨나요.. 세상의 신이 있다면 저희들을 긍휼히 살펴 주세요.. 사랑합니다..그리고 너무 보고 싶네요..                     "
"6187","어둠 속의 빛",9,"2013-05-22","9.0살기위한 몸부림... 이런 역경속에서도 삶의 희망을 놓지않지않았다는것이 실화로써 더욱 감동적이다.. 자살에대해 생각해본사람이 있다면 추천하고싶은 작품.                    "
"1294","살인의 추억",10,"2014-03-09","10.0최고                    "
"4838","7번방의 선물",10,"2013-02-01","10.0감동.... 숨을 쉴수조차없게 울게만든 영화네요.. 오랜만에 진한 감동 가슴에 품습니다..                    "
"4457","굿` 바이 : Good&Bye",10,"2013-01-28","10.0많은 생각에 잠기게 하는 영화                    "
"857","아르고",8,"2014-02-10","8.0영화로 보이는 긴장감과 드라마의 연출의도 는 좋았다고 생각 한다.                    "
"7518","초한지 : 영웅의 부활",0,"2013-04-06","0.0알바들이 판치는구만 진짜 ㅋㅋㅋㅋ 평점 9.1? 웃기고 있네                     "
"5044","노예 12년",10,"2014-03-03","10.0전 이영화 많이 공감하는 데요. . 겪어 봐야 압니다.  실화이기도 하지만 점수로는 절대 메길수는 없는 영화죠. .                     "
"6890","완전 소중한 사랑",10,"2013-11-21","10.0등장인물들의 소소한 일상생활속에담긴 슬픔을 이겨내고 사랑과 섬김이 희망이라는 선물로 다가오는 영화입니다.영화음악도 수준급이며 정말 잘 만든 영화입니다.                    "
"3656","용서받지 못한 자",10,"2015-01-25","10.0허지훈이 감독 ㄷㄷ                    "
"9929","은밀하게 위대하게",0,"2013-06-15","0.0""우리까지 이 이상한 열풍에 낄 필요는 없다""                    "
"9063","감기",10,"2013-08-15","10.0우와~ 우리나라 영화에서 이렇게 멋진 대통령 캐릭터가 있었던가 싶었어요. 대사 한마디 한마디에 속이 다 후련!                     "
"969","용의자",2,"2013-12-30","2.0아이리스 극장판인 듯!!진부한 소재,천편일률적인 결말,전혀 현실성 없는 추격신....이젠 우리영화도 헐리우드 공식에서 과감히 탈피한 새로운 형식의 액션물이 필요하다.                    "
"8938","미스터 노바디",8,"2014-08-10","8.0선택의 범위가 거의 여자문제로 국한되어 있는게 아쉽다 나도 선택할만한 다채로운 경험을 해봤으면 좋겠다너무 재밌게 봤다                    "
"9962","역린",4,"2014-05-02","4.09점, 10점 평점 아이디 거의 대부분 새롭게 만든 아이디들. 즉, 평점 알바들 대거 투입 된 걸로 추정. 이 영화 정확히 평하자면 너무 벌려 놓고 수습 못한 채 폼만 잡다 끝나 버리는 영화 .. 연출력 부재가 두드러지다보니 어색한 연기와 대사들이 난무하고 ... 준비 하면서 시나리오 분석은 안 했나                    "
"642","한번도 안해본 여자",0,"2014-04-25","0.0내가 볼때는 이 영화 시나리오 작가가 한번도 안해본 여자같다. 오르가즘을 논하는데 왜 소음순이 나오냐고!<U+2600> G-스팟이 나와야지!@                     "
"2974","변호인",1,"2013-12-19","1.0말이 필요없는 영화!                    "
"5443","인터스텔라",10,"2014-11-08","10.0시공을 초월하는 힘, 중력과 사랑.                    "
"2468","트랜스포머: 사라진 시대",3,"2014-07-04","3.0미국에서도 당최 왜 4편을 만들어야만 했는지 모르겠다는 기사가 많았음-_-+4편을 보고 싶었던 사람이 과연 얼마나 될까? 그야말로 오타쿠들을 위한 영화임                    "
"9646","루시",5,"2014-09-10","5.0따로국밥.  이한마디면 끝!                    "
"2439","엘리시움",6,"2013-11-23","6.0CG만큼만 액션이 받쳐줬으면...                    "
"3750","프라이버시",1,"2014-05-14","1.0지루하다                    "
"6616","라이프 오브 파이",10,"2013-01-07","10.0밑에분말에동감합니다 초딩영화아닙니다 아이들 데리고오는건 상관없지만 심오하고아름다운내용인데 애들교육좀잘시켜서데려오세요 시끄러워서 영화보다가욕나올뻔..                     "
"5755","미확인 동영상 : 절대클릭금지",5,"2015-03-04","5.0공포요소가 무엇인지 모르겠음.                    "
"8486","조셉 고든-레빗의 69채널",7,"2014-07-15","7.0자극적으로 바뀐 제목 빼곤 딱히 나쁜점이 있나.                    "
"8767","캡틴 아메리카: 윈터 솔져",2,"2014-04-05","2.0%EC%BA%A1%ED%8B%B4  %EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4 %3A%EC%9B%90%ED%84%B0%EC%86%94%EC%A0%B8%EA%B0%80 %EC%95%84%EB%8B%88%EA%B3%A0 1%ED%8E%B8 %EC%9D%B4%EB%84%A4%EC%9A%94                    [1]                    "
"3661","대상해",8,"2013-02-04","8.0근래 나온 중국영화중에 손에 꼽을 수작. 주윤발, 홍금보에 오진우까지 주연들의 연기가 전성기를 떠올리게 만들고, 멜로드라마에 가깝지만 전쟁,첩보,액션이 잘 어울어져 지우함이 없다.  단, 여배우들의 존재감이 많이 떨어져, 어느정도 비중있고 매력있는 여배우를 캐스팅 했으면 하는 아쉬움이 남는다.                    "
"9361","적벽대전 2 : 최후의 결전",8,"2014-08-03","8.0땅과 하늘, 음양의 변화를 읽어 만물을 부린 제갈공명의 지략을 엿볼수 있었던 부분이 좋았고,1편에 비해 훨씬 구체적인 정황설명과 거대해진 스케일이 좋았다..조조의 캐릭터가 제갈량에 비해 아직까지 찌질하게 그려져 그 부분이 아쉽고 길고긴 전쟁을 담기엔 2시간이 넘 짧은게아쉽다..3편을 기다리며..8.3                    "
"5799","박수건달",0,"2013-08-01","0.0조진규도 이제 보니 참 일관성 있는 필름오그래피를 가진 감독이군... -_- 게다가 박신양이 주연이라니 말 다했지 뭐...                    "
"6709","에반게리온 : Q",8,"2013-04-25","8.0'신극장판' 중에서도 가장 '혁신적으로 새로운 작품'으로, 이전과 확연히 달라진 스토리 & 캐릭터 & 기체 등. 영상적으로도 진화를 이루었고, 몇몇 캐릭터의 외형적내면적 변화도 볼거리입니다. 새로운 에반게리온을 접한 느낌.                    "
"3514","창수",6,"2014-01-19","6.0그냥 저냥 킬링타임용으로  괜찮은듯                      "
"5294","다이버전트",8,"2014-04-25","8.0쉐일린 우들리와 테오 제임스 투샷이 어찌나 이쁘던지~^^ 보는제가 다 흐뭇했어요~                    "
"8479","개를 훔치는 완벽한 방법",9,"2015-01-08","9.0근래에 본 영화중 가장 따뜻해지고 즐거운 영화여서 너무 기분좋은 ...ㅎㅎ                    "
"3761","빙봉협: 중생지문",1,"2014-06-30","1.0기대했던 액션도 없고 스토리도 취향에 맞질 않네요 ...... 아 실망 실망 ㅜㅜ                    "
"5203","용의자",10,"2013-12-25","10.0멋진 내용 스릴감 그리고 공유와  박휘순 조성하 그리고 조연배우들의 연기력 모두 만족합니다                     "
"7492","상의원",9,"2014-12-18","9.0과하지도 모자르지도 않게 재미있으면서두 짠하기도하고~재미있네요~                    "
"1694","감기",6,"2013-08-19","6.0그냥그랬음                     "
"9684","웜 바디스",1,"2013-03-21","1.0........이게 왜 평점 10점대야... 다들 정말 보긴 한건가..... 아니면 그냥 배우때문에 이렇게 준건가 이거 가서 보고 할말 없던데. 또 내 뒷자리 커플들도 영화선택 잘못 했다고 계속 뭐라 하더라                    "
"7447","야관문 : 욕망의 꽃",9,"2013-11-07","9.0연기좋았고...나름 괜찮은 영화였음...                    "
"2909","월드워Z",7,"2013-10-09","7.0처음엔 그렇게막 벌려놓더니 뒤로갈수록 월드워라기보단 주인공의 서바이벌게임. 끝까지 스케일을 기대했는데 초반에 제작비를 다써버렸나?                    "
"1873","비긴 어게인",8,"2014-08-31","8.0좋아요 두번 더 보면 더 좋을영화~~~♡                    "
"3344","7번방의 선물",10,"2013-02-05","10.07번방의 선물 천만 가자... 오달수 최고!                    "
"7542","나를 찾아줘",7,"2014-11-06","7.0초반 약간 지루하나 뒷심발휘                    "
"7522","론 서바이버",10,"2014-06-17","10.0최고의 남자영화                    "
"5088","로우리스: 나쁜 영웅들",6,"2014-07-04","6.0<히트>처럼 두 세력의 대결과 긴장을 예상할 법한 데, 영화는 무척 루즈하다. 본격적인 대결은 그다지 없고 마지막 총격전이 한번인데 그것도 약하다.아마 미국은 금주법이 있던 그때에 아련한 동경이 있나보다. 이런 영화를 계속 만드는 것보면.                    "
"9042","씬 시티",8,"2014-06-09","8.0근래끝까지다본영화                    "
"7661","명탐정 코난 : 수평선상의 음모",10,"2013-02-15","10.0와! 재밌네                    "
"8213","변호인",10,"2014-01-18","10.0ㅠㅠ 이런 영화만들어주셔서 감사합니다                    "
"7904","스톤",9,"2014-07-04","9.0오.. 간만에 잘만든 영화 봤어요.. 누구라고 얘기하긴 뭐하고 한둘빼고는 정말 좋았어요 스토리도 좋고..                    "
"9959","끝까지 간다",10,"2014-06-05","10.0저도 오늘 이영화보면서  고건수입장으로 봤는데 완전재밌어요  그외에나머지배우분들도연기진짜 잘하더라거고요.웃기기도하고 스릴있고  짜릿하더라고요 저도 모르게 이영화 몇번더 보고싶더라고요                    "
"4149","뫼비우스",10,"2013-12-25","10.0취향적으로 불편하지만 영화적으로 훌륭합니다. 실망시키는 법이 없군요. 자기 '수준'에 안 맞고 '취향'과 다르다고 작품성을 폄하하는 초딩들은 피카츄나 보세요.                    "
"1508","감기",3,"2013-08-25","3.0...... 잔인하기만...                    "
"1276","맛있는 섹스 그리고 사랑",10,"2014-04-22","10.0섹하면 재미있을까?                    "
"6046","인간중독",2,"2014-07-12","2.0시간아깝다  송승헌 잘생겼다                    "
"9111","역린",9,"2014-05-04","9.0몰입도 최고                    "
"7610","가슴에 돋는 칼로 슬픔을 자르고",10,"2014-04-20","10.0노예를 다룬 현실적 영화                    "
"3858","표적",0,"2014-07-17","0.0감독이 문제야? 시나리오가 문제야?                    "
"2138","국제시장",1,"2015-01-02","1.0억지신파                    "
"6246","변호인",0,"2013-12-01","0.0말이 인권/노동 변호사이고 사람냄새 난다지만, 사회를 어지럽힌 죄는 사라지지 않는데...                    "
"8385","섀도우 헌터스 : 뼈의 도시",10,"2013-09-13","10.0기대이상! 꼭 보세요 ㅋㅋㅋㅋㅋ 오랜만에 재미있는 판타지 액션!!                    "
"226","베를린",10,"2013-02-02","10.0훌륭한 영화고 그 어떤 영화들보다 월등한 영화가 아닐까 하는 생각이 드는 그런 시간이었습니다. 멋있다는 말로도 표현이 부족하다는 생각이 드네요.                    "
"7454","늑대소년",10,"2013-03-22","10.0왕슬포 ㅜㅜ                    "
"2123","용의자",9,"2013-12-30","9.0굿 굿 굿                    "
"640","변호인",10,"2013-12-21","10.0최곱니다.영화보고 집으로 가는내내 가슴이 먹먹했습니다.그래도, 송강호가 인사하러 온것보고 기분이 좋았네요                    "
"6974","워킹걸",0,"2015-01-24","0.0지들끼리 재미보다 영화 끝남 조여정 안벗습니다. 조여정 3번째다보니 전문가 스멜이 납니다. 내용도 없습니다. 증말 돈아까운영화 입니다                    "
"5690","피치 퍼펙트",1,"2013-07-02","1.0annoying! 좀병신같음! 허지만 노래는 잘해서 그재미                    "
"608","빅 히어로",10,"2015-01-02","10.0캐나다서도 대박!!!! 왕 재미있음~~~근래 아이들 영화중 최고...                    "
"5128","화이 : 괴물을 삼킨 아이",7,"2013-12-23","7.0극적인 거에 중독된 영화.                    "
"7685","용의자",10,"2014-01-08","10.0시간이어떻게흘러가는줄몰랏던영화!!영화보는내내긴장감이흐르는정도??!!넘넘재밋고 또봐도될영화                    "
"1452","벼랑 위의 포뇨",9,"2013-10-13","9.0페어리 테일 그 자체였다. 진정한 억제되지 않은 상상력의 만개는 꿈꾸는 듯한 기분을 선사했다. 현실과 환상의 경계를 너무도 자연스럽고 따뜻하게 허무는 이웃집 토토로의 미야자키하야오의 저력이 다시금 돋보이는 영화였다                    "
"6645","웃는 남자",0,"2013-04-01","0.0쓰레기 영화 보다가 중간에 뛰쳐나옴  제작비 한 5억이면 떡칠듯 도대체 무슨 얘기하는지 모르겠음 알바에 의한 평점 조작입니다 최근 본 영화 중에 가장 쓰레기 같았음                    "
"5468","티레지아",8,"2014-01-23","8.0구성은 맘에 드는데 덜 끓인 찌개처럼 밍숭맹숭하다.                    "
"4574","프로메테우스",6,"2014-04-09","6.0샤를리즈테론이 아까움.여전사로 나타났다면..모니 선장하고 하룻밤하고 별내용도 없는데 주연이야?                    "
"938","런닝맨",10,"2013-06-03","10.0신하균 열연에 10점!                    "
"3430","좋은 친구들",6,"2014-07-18","6.0예능 이미지 때문인지 이광수를 너무 어리숙한 캐릭터로 그린 것이 아쉽다.주지훈은 초반에 너무 친한 친구의 이미지를 의도적으로 부풀리는 듯한 연기가 좀 아쉬웠고...다른 잔인한 한국영화에 비해서는 괜찮았으나 강하게 관객을 끌어들이기에는 조금 역부족이었다는 느낌...                    "
"1184","빅매치",6,"2014-12-25","6.0맨발의 기봉이 액션 버전 혹은 오마주                    "
"7694","분노의 질주 : 언리미티드",7,"2013-09-22","7.0액션과 로맨스가 적절한 흥미를 유지하는군                    "
"8327","잭 더 자이언트 킬러",7,"2013-06-19","7.0어른들을 위한 잔혹 동화를 만들던 조지프 제이콥스의 <거인사냥꾼 잭>을 재밌는 영상으로 잘 구현해냈다. 그렇지만 공주와의 사랑이야기는 너무 아동틱하고, 거인들과의 전면전은 보기 안쓰러울 정도이다. 남자 아이들이 보기엔 무난한 정도..? 하지만 책이 훨씬 낫지 않을까 싶다. 아동 영화 평점임. 7.3                    "
"7824","인터스텔라",10,"2014-12-23","10.0딸을 너무나도 보고싶어하고 가족을 사랑하는 아빠가 너무 슬펐다 딸도 ㅠㅠㅠ 화려한 화면이나 알콩달콩한 스토리는 아니어도 감동적이고 우주에대해 생각해볼 기회가 되었고 지구를 떠나는 미래의 모습은 참 황량한거 같다 마음이 먹먹하고 안타깝고 ㅠㅠ 지구 우주... 참 알수없는 행성계 신비롭고 맘이 공허하다                    "
"2635","나를 찾아줘",1,"2014-10-30","1.0말도 안돼고, 지루하고, 무섭지도 않은 막장 영화. 시간 돈이 아까움ㅡ                     "
"3754","해무",10,"2014-09-04","10.0배우들 연기 정말 좋다. 마지막 장면 생각할수록 찡하네요...                    "
"7623","쥬라기 공원 3D",10,"2013-06-28","10.0흥미진진함과 경이롭다                    "
"9877","비트",9,"2013-04-24","9.0정우성, 고소영 연기가 좀 어설프긴 하지만 재밌다 ㅎㅎ                     "
"6878","분노의 윤리학",10,"2013-02-25","10.0신선한 시도이다. 재밌다                    "
"2926","드라큘라: 전설의 시작",9,"2014-10-18","9.0재미잇어요..루크 에반스..와~~  짱 ^^                    "
"4806","타워",0,"2012-12-30","0.0제목이 영화를 망쳤다. 제목이 '제7광구 - 두번째 이야기' 였어야했다.                    "
"5854","아이언맨 3",8,"2013-05-01","8.0이런 영화 늘 그렇듯 기본은 합니다. 가볍게 보기엔 괜찮습니다. 하지만 새롭거나 다른건 없습니다.                    "
"2219","다이빙벨",10,"2015-01-29","10.0고생 많으셨습니다                    "
"1976","겨울왕국",10,"2014-01-17","10.0무조건봐야한다                    "
"7740","덕수리 5형제",8,"2014-12-04","8.0배우들의 연기도 너무 좋았고 웃기기도하고 넘 만족 스럽네요                    "
"6127","트랜센던스",6,"2014-08-05","6.0다른 걸 떠나  별 내용이 없내요. 사건과 인물관계가 넘 적음                    "
"3042","헝거게임 : 모킹제이",0,"2014-11-23","0.0시작하자 마자 잤다. 끝날때 까지 잤다. 뭐이건 하품만하다 턱관절 빠지는줄 알았다.                     "
"7649","수상한 그녀",8,"2014-01-11","8.0오늘 시사회 당첨되서 어머니랑 갔다왔어요 그냥 코미디 영화일꺼란 생각에 웃고와야지 했는데 웃음 감동 스토리 모두다 만족스럽고 즐겼던 영화였습니다 마지막 장면에 깜짝 등장인물에 너무 당혹스럽고 웃겼습니다!! 온가족이 즐길수 있는 영화네요!                    "
"2578","설국열차",9,"2013-08-01","9.0아무생각없이 보든 생각하며 보던 끝까지 재밌게 볼수있는 영화임 터널씬 최고!!!                    "
"3951","내 머리 속의 지우개",10,"2013-11-05","10.0우성아즈씨.. 총각컨셉이 짱인듯.. 최고최고~ 다들연기 너무 잘해~                      "
"9783","숨바꼭질",10,"2013-08-08","10.0시사회에서봤는데진짜..장난아니더라구요...너무너무재미있었어요!!ㅠㅠ손현주님진짜카리스마터지고..저는한번더보고싶어요!!                    "
"8990","툼스톤",6,"2014-09-23","6.0그럭저럭...리암니슨 아저씨는 중간은 가니깐요.                    "
"2906","그을린 사랑",8,"2014-02-02","8.0이게 무슨 반전이고 충격이야???? 우리나라 사람들은 저렇게 출생의 얽히고 얽히는 비밀은 드라마에서 허구헌날 보잖아....단 한주라도 저런 내용의 드라마가 방송되지 않는 주간이 없는 나라가 한국인데........한국을 제외한 세계인들에겐 잔인한 충격일지 몰라도....한국인들에겐 매일 보는 홈 드라마의 주요 소스일뿐.                    "
"7614","지.아이.조 2",1,"2013-07-06","1.0만화가 원작이라 하지만 쓰레기는 쓰레기....                    "
"3849","메탈리카 스루더네버",10,"2013-11-17","10.0메탈정신 재충전 완료!!!                    "
"7207","7번방의 선물",10,"2013-02-12","10.0아 이렇게 먹먹한감정은 정말오랜만에느껴보네요 ㅠ 한번도 영화 끝나고 나서도 눈물이나지않았는데 이번영화는 영화가 끝났는데도 계속 눈물이 났습니다 너무울어서 눈이팅팅부었죠ㅠ ㅠ너무감동적입니다 10 점을줘도 아깝지않네요 ㅠ ㅠ                    "
"3086","베를린",10,"2013-02-21","10.0하정우 대박............... 효과도 너무좋음..근데 액션싫어하시는분들은 싫어할듯                    "
"9966","엘리시움",4,"2014-01-22","4.0배우는 a급인데 영화는B급.시나리오 개연성  스토리진행이 뜬금없기도하고.                     "
"6810","토르 : 다크 월드",7,"2013-11-11","7.0초반엔 쫌 지루했어요 ㅜ 근데 갈수록 재미있어요!! 헤헤 다음시리즈 분명 나올거 같아요 ㅋㅋ                     "
"975","폴링 인 러브",8,"2013-10-27","8.0메릴 스트립은 '메디슨 카운티의 다리' 이전에 비슷한 이 영화를 찍었었네..                    "
"9867","발할라 라이징",10,"2013-08-15","10.0.                    "
